REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
KS25B91/046,A16318,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS25B91/057,A16474,Bachelor of Laws (LLB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
KS25B91/064,A16559,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M22B91/002,A15875,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M22B91/006,A15933,Bachelor of Laws (LLB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
M22B91/008,A15943,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M22B91/014,A16013,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M22B91/017,A16074,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M22B91/019,A16107,Bachelor of Laws (LLB),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
M22B91/021,A16130,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M22B91/023,A16160,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M22B91/026,A16172,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M22B91/030,A16224,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M22B91/032,A16246,Bachelor of Laws (LLB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
M22B91/037,A16278,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M22B91/040,A16298,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M22B91/042,A16304,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M22B91/044,A16341,Bachelor of Laws (LLB),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
M22B91/047,A16362,Bachelor of Laws (LLB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M22B91/049,A16382,Bachelor of Laws (LLB),Makerere College School,Kampala,Tier 2,Private/Faith-based
M22B91/052,A16459,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M22B91/054,A16482,Bachelor of Laws (LLB),Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
M22B91/056,A16491,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
M22B91/061,A16527,Bachelor of Laws (LLB),Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
M22B91/063,A16561,Bachelor of Laws (LLB),Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
M23B91/001,A15812,Bachelor of Laws (LLB),Namasagali College,Kamuli,Tier 1,Private/Faith-based
M23B91/004,A15836,Bachelor of Laws (LLB),Ntare School,Kampala,Tier 1,Public/Mixed
M23B91/006,A15858,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M23B91/008,A15869,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M23B91/010,A15885,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M23B91/014,A15919,Bachelor of Laws (LLB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
M23B91/017,A15959,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
M23B91/019,A15999,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M23B91/021,A16012,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M23B91/023,A16036,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M23B91/025,A16052,Bachelor of Laws (LLB),Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
M23B91/027,A16111,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M23B91/030,A16131,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
M23B91/032,A16152,Bachelor of Laws (LLB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
M23B91/034,A16185,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
M23B91/037,A16219,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M23B91/039,A16251,Bachelor of Laws (LLB),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
M23B91/041,A16271,Bachelor of Laws (LLB),Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M23B91/045,A16306,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M23B91/048,A16358,Bachelor of Laws (LLB),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M23B91/050,A16373,Bachelor of Laws (LLB),Makerere College School,Kampala,Tier 2,Private/Faith-based
M23B91/054,A16431,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M23B91/056,A16469,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
M23B91/061,A16525,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M23B91/063,A16543,Bachelor of Laws (LLB),Muni Girls School,Arua,Tier 2,Private/Faith-based
M23B91/065,A16549,Bachelor of Laws (LLB),Busoga High School,Iganga,Tier 2,Private/Faith-based
M23B91/067,A16557,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M23B91/070,A16570,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24B91/002,A15808,Bachelor of Laws (LLB),Busoga High School,Iganga,Tier 2,Private/Faith-based
M24B91/005,A15841,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24B91/009,A15906,Bachelor of Laws (LLB),Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
M24B91/011,A15921,Bachelor of Laws (LLB),St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
M24B91/013,A15952,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24B91/015,A15964,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24B91/017,A15988,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M24B91/019,A15996,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B91/021,A16025,Bachelor of Laws (LLB),Makerere College School,Kampala,Tier 2,Private/Faith-based
M24B91/023,A16038,Bachelor of Laws (LLB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M24B91/027,A16064,Bachelor of Laws (LLB),Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M24B91/029,A16079,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
M24B91/031,A16192,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
M24B91/033,A16229,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24B91/035,A16270,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
M24B91/037,A16317,Bachelor of Laws (LLB),Namasagali College,Kamuli,Tier 1,Private/Faith-based
M24B91/039,A16335,Bachelor of Laws (LLB),Muni Girls School,Arua,Tier 2,Private/Faith-based
M24B91/041,A16342,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24B91/043,A16384,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24B91/046,A16395,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M24B91/049,A16439,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24B91/052,A16501,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M24B91/054,A16553,Bachelor of Laws (LLB),St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
M24B91/056,A16560,Bachelor of Laws (LLB),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
M24B91/058,A16568,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M25B91/002,A15813,Bachelor of Laws (LLB),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
M25B91/004,A15827,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B91/006,A15839,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25B91/008,A15883,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B91/010,A15889,Bachelor of Laws (LLB),Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25B91/013,A15934,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25B91/015,A15967,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25B91/017,A16002,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25B91/020,A16075,Bachelor of Laws (LLB),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M25B91/022,A16097,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25B91/025,A16125,Bachelor of Laws (LLB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
M25B91/027,A16144,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25B91/030,A16184,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25B91/032,A16212,Bachelor of Laws (LLB),Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
M25B91/034,A16221,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25B91/036,A16233,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25B91/039,A16283,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M25B91/043,A16322,Bachelor of Laws (LLB),Kibale Secondary School,Kibale,Tier 2,Public/Mixed
M25B91/045,A16351,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25B91/047,A16363,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25B91/050,A16400,Bachelor of Laws (LLB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
M25B91/052,A16417,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25B91/055,A16454,Bachelor of Laws (LLB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
M25B91/057,A16458,Bachelor of Laws (LLB),St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
M25B91/060,A16486,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
M25B91/062,A16511,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25B91/065,A16532,Bachelor of Laws (LLB),Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M25B91/067,A16558,Bachelor of Laws (LLB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S22B91/003,A15821,Bachelor of Laws (LLB),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S22B91/005,A15857,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S22B91/007,A15871,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S22B91/010,A15930,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S22B91/012,A15960,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
S22B91/014,A15974,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S22B91/016,A15981,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S22B91/018,A16054,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S22B91/021,A16086,Bachelor of Laws (LLB),Kumi Secondary School,Kumi,Tier 2,Public/Mixed
S22B91/023,A16143,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S22B91/025,A16151,Bachelor of Laws (LLB),Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S22B91/027,A16186,Bachelor of Laws (LLB),Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
S22B91/029,A16257,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S22B91/033,A16309,Bachelor of Laws (LLB),Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
S22B91/037,A16365,Bachelor of Laws (LLB),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S22B91/040,A16387,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S22B91/042,A16410,Bachelor of Laws (LLB),Busoga High School,Iganga,Tier 2,Private/Faith-based
S22B91/045,A16433,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S22B91/047,A16445,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S22B91/049,A16480,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S22B91/051,A16509,Bachelor of Laws (LLB),Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S22B91/053,A16528,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S22B91/055,A16537,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S22B91/057,A16545,Bachelor of Laws (LLB),Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
S22B91/060,A16569,Bachelor of Laws (LLB),Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S23B91/003,A15831,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S23B91/005,A15856,Bachelor of Laws (LLB),Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
S23B91/007,A15893,Bachelor of Laws (LLB),Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S23B91/009,A15896,Bachelor of Laws (LLB),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S23B91/011,A15905,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B91/013,A15910,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S23B91/015,A15932,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S23B91/017,A15970,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S23B91/019,A15998,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S23B91/021,A16016,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
S23B91/025,A16022,Bachelor of Laws (LLB),Gayaza High School,Kampala,Tier 1,Private/Faith-based
S23B91/027,A16045,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S23B91/030,A16065,Bachelor of Laws (LLB),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S23B91/032,A16071,Bachelor of Laws (LLB),Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S23B91/034,A16088,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
S23B91/037,A16092,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S23B91/040,A16136,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S23B91/042,A16140,Bachelor of Laws (LLB),Makerere College School,Kampala,Tier 2,Private/Faith-based
S23B91/046,A16181,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S23B91/048,A16237,Bachelor of Laws (LLB),King's College Budo,Kampala,Tier 1,Private/Faith-based
S23B91/050,A16241,Bachelor of Laws (LLB),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S23B91/052,A16275,Bachelor of Laws (LLB),Gulu High School,Gulu,Tier 2,Private/Faith-based
S23B91/054,A16290,Bachelor of Laws (LLB),Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S23B91/056,A16329,Bachelor of Laws (LLB),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S23B91/058,A16355,Bachelor of Laws (LLB),King's College Budo,Kampala,Tier 1,Private/Faith-based
S23B91/063,A16408,Bachelor of Laws (LLB),Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S23B91/067,A16444,Bachelor of Laws (LLB),Moroto High School,Moroto,Tier 2,Private/Faith-based
S23B91/069,A16473,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S23B91/071,A16484,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S23B91/073,A16503,Bachelor of Laws (LLB),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S23B91/075,A16542,Bachelor of Laws (LLB),Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S24B91/001,A15805,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S24B91/003,A15837,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24B91/005,A15868,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B91/007,A15902,Bachelor of Laws (LLB),St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24B91/009,A15945,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
S24B91/011,A15957,Bachelor of Laws (LLB),Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
S24B91/013,A15986,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B91/019,A16034,Bachelor of Laws (LLB),Nabumali High School,Mbale,Tier 1,Private/Faith-based
S24B91/022,A16113,Bachelor of Laws (LLB),St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S24B91/025,A16126,Bachelor of Laws (LLB),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24B91/027,A16170,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S24B91/029,A16189,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S24B91/031,A16216,Bachelor of Laws (LLB),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S24B91/036,A16252,Bachelor of Laws (LLB),King's College Budo,Kampala,Tier 1,Private/Faith-based
S24B91/039,A16314,Bachelor of Laws (LLB),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
S24B91/042,A16343,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B91/044,A16391,Bachelor of Laws (LLB),Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed
S24B91/046,A16401,Bachelor of Laws (LLB),St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
S24B91/048,A16414,Bachelor of Laws (LLB),Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S24B91/050,A16450,Bachelor of Laws (LLB),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24B91/052,A16468,Bachelor of Laws (LLB),Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B91/057,A16526,Bachelor of Laws (LLB),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
S24B91/059,A16555,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S25B91/001,A15807,Bachelor of Laws (LLB),Lira Town College,Lira,Tier 2,Private/Faith-based
S25B91/003,A15826,Bachelor of Laws (LLB),Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S25B91/005,A15854,Bachelor of Laws (LLB),Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
S25B91/007,A15870,Bachelor of Laws (LLB),Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S25B91/011,A15907,Bachelor of Laws (LLB),Ntare School,Kampala,Tier 1,Public/Mixed
S25B91/013,A15938,Bachelor of Laws (LLB),Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S25B91/016,A15969,Bachelor of Laws (LLB),St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25B91/018,A16011,Bachelor of Laws (LLB),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
S25B91/020,A16047,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
S25B91/023,A16057,Bachelor of Laws (LLB),Kotido Secondary School,Kotido,Tier 2,Public/Mixed
S25B91/025,A16082,Bachelor of Laws (LLB),Seeta High School,Kampala,Tier 2,Private/Faith-based
S25B91/027,A16098,Bachelor of Laws (LLB),Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
S25B91/029,A16120,Bachelor of Laws (LLB),Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S25B91/031,A16161,Bachelor of Laws (LLB),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B91/034,A16198,Bachelor of Laws (LLB),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
