FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0105,Macroeconomics,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0106,Business Communication,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,1,MOS0107,Marketing Principles,3,ELECTIVE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0201,Financial Accounting,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0202,Managerial Accounting,4,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0203,Business Statistics,2,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0204,Organizational Behavior,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0205,Human Resource Management,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,2,MOS0206,Financial Management,3,ELECTIVE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0301,Operations Management,4,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0302,Strategic Management,2,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0303,Entrepreneurship,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0304,Business Law,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0305,Corporate Governance,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0306,Taxation,4,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,3,MOS0307,Procurement Management,2,ELECTIVE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0401,Supply Chain Management,2,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0402,Internship,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0403,Research Methods,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0404,Project,3,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0405,Principles of Management 2,4,CORE
School of Business,Procurement and Logistics Management,Master of Science in Procurement and Supply Chain Management,82,4,MOS0406,Principles of Accounting 2,2,ELECTIVE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0101,Principles of Management,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0102,Principles of Accounting,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0103,Business Mathematics,4,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0104,Microeconomics,2,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0105,Macroeconomics,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0106,Business Communication,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,1,PSB0107,Marketing Principles,3,ELECTIVE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0201,Financial Accounting,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0202,Managerial Accounting,4,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0203,Business Statistics,2,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0204,Organizational Behavior,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0205,Human Resource Management,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,2,PSB0206,Financial Management,3,ELECTIVE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0301,Operations Management,4,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0302,Strategic Management,2,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0303,Entrepreneurship,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0304,Business Law,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0305,Corporate Governance,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0306,Taxation,4,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,3,PSB0307,Procurement Management,2,ELECTIVE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0401,Supply Chain Management,2,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0402,Internship,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0403,Research Methods,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0404,Project,3,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0405,Principles of Management 2,4,CORE
School of Business,Procurement and Logistics Management,PGD Sustainable Business and Renewable Energy,81,4,PSB0406,Principles of Accounting 2,2,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0101,Principles of Management,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0102,Principles of Accounting,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0103,Business Mathematics,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0104,Microeconomics,2,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0105,Macroeconomics,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0106,Business Communication,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,1,BOT0107,Marketing Principles,3,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0201,Financial Accounting,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0202,Managerial Accounting,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0203,Business Statistics,2,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0204,Organizational Behavior,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0205,Human Resource Management,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,2,BOT0206,Financial Management,3,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0301,Operations Management,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0302,Strategic Management,2,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0303,Entrepreneurship,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0304,Business Law,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0305,Corporate Governance,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0306,Taxation,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,3,BOT0307,Procurement Management,2,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0401,Supply Chain Management,2,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0402,Internship,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0403,Research Methods,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0404,Project,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0405,Principles of Management 2,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,4,BOT0406,Principles of Accounting 2,2,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0501,Business Mathematics 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0502,Microeconomics 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0503,Macroeconomics 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0504,Business Communication 2,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0505,Marketing Principles 2,2,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0506,Financial Accounting 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,5,BOT0507,Managerial Accounting 2,3,ELECTIVE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,6,BOT0601,Business Statistics 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,6,BOT0602,Organizational Behavior 2,3,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,6,BOT0603,Human Resource Management 2,4,CORE
School of Business,Tourism & Hospitality,Bachelor of Tourism and Hospitality Management,84,6,BOT0604,Financial Management 2,2,CORE
