REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
KM24M11/011,A15345,Master of Educational Psychology,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
KS25M11/004,A15317,Master of Educational Psychology,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M11/001,A15307,Master of Educational Psychology,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M24M11/003,A15310,Master of Educational Psychology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24M11/006,A15324,Master of Educational Psychology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24M11/008,A15334,Master of Educational Psychology,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25M11/002,A15326,Master of Educational Psychology,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M25M11/004,A15336,Master of Educational Psychology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25M11/001,A15306,Master of Educational Psychology,Namasagali College,Kamuli,Tier 1,Private/Faith-based
S25M11/003,A15315,Master of Educational Psychology,Gulu High School,Gulu,Tier 2,Private/Faith-based
S25M11/006,A15322,Master of Educational Psychology,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S25M11/009,A15338,Master of Educational Psychology,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J24M12/002,A15356,Master of Higher Education Pedagogy and Leadership,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J24M12/005,A15380,Master of Higher Education Pedagogy and Leadership,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J25M12/002,A15352,Master of Higher Education Pedagogy and Leadership,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J25M12/005,A15358,Master of Higher Education Pedagogy and Leadership,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
J25M12/007,A15369,Master of Higher Education Pedagogy and Leadership,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J25M12/010,A15375,Master of Higher Education Pedagogy and Leadership,Moroto High School,Moroto,Tier 2,Private/Faith-based
KJ24M12/006,A15381,Master of Higher Education Pedagogy and Leadership,King's College Budo,Kampala,Tier 1,Private/Faith-based
KJ25M12/009,A15374,Master of Higher Education Pedagogy and Leadership,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ25M12/012,A15383,Master of Higher Education Pedagogy and Leadership,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
KM24M12/004,A15378,Master of Higher Education Pedagogy and Leadership,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KS25M12/003,A15370,Master of Higher Education Pedagogy and Leadership,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KS25M12/006,A15382,Master of Higher Education Pedagogy and Leadership,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
M24M12/003,A15362,Master of Higher Education Pedagogy and Leadership,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24M12/007,A15386,Master of Higher Education Pedagogy and Leadership,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M25M12/002,A15349,Master of Higher Education Pedagogy and Leadership,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
M25M12/004,A15360,Master of Higher Education Pedagogy and Leadership,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25M12/006,A15363,Master of Higher Education Pedagogy and Leadership,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
S24M12/001,A15366,Master of Higher Education Pedagogy and Leadership,Lira Town College,Lira,Tier 2,Private/Faith-based
S24M12/003,A15373,Master of Higher Education Pedagogy and Leadership,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
S25M12/002,A15368,Master of Higher Education Pedagogy and Leadership,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S25M12/007,A15387,Master of Higher Education Pedagogy and Leadership,Ntare School,Kampala,Tier 1,Public/Mixed
J25M09/001,A15396,Master of Library and Information Science,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
J25M09/003,A15410,Master of Library and Information Science,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J25M09/006,A15421,Master of Library and Information Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M09/008,A15428,Master of Library and Information Science,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KJ24M09/002,A15423,Master of Library and Information Science,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
KM24M09/004,A15399,Master of Library and Information Science,Nabumali High School,Mbale,Tier 1,Private/Faith-based
KS24M09/002,A15393,Master of Library and Information Science,Nabumali High School,Mbale,Tier 1,Private/Faith-based
KS24M09/009,A15417,Master of Library and Information Science,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
M24M09/001,A15389,Master of Library and Information Science,Lira Town College,Lira,Tier 2,Private/Faith-based
M24M09/003,A15392,Master of Library and Information Science,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
M24M09/007,A15407,Master of Library and Information Science,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M24M09/009,A15430,Master of Library and Information Science,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25M09/002,A15402,Master of Library and Information Science,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25M09/004,A15411,Master of Library and Information Science,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S24M09/004,A15397,Master of Library and Information Science,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S24M09/006,A15400,Master of Library and Information Science,Mityana Secondary School,Mityana,Tier 2,Public/Mixed
S24M09/008,A15405,Master of Library and Information Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M09/001,A15395,Master of Library and Information Science,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S25M09/004,A15413,Master of Library and Information Science,Nabumali High School,Mbale,Tier 1,Private/Faith-based
S25M09/006,A15416,Master of Library and Information Science,Lira Town College,Lira,Tier 2,Private/Faith-based
S25M09/008,A15420,Master of Library and Information Science,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
J24P19/002,A15434,PGD Education,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
J25P19/001,A15440,PGD Education,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J25P19/003,A15452,PGD Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM25P19/001,A15431,PGD Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM25P19/003,A15438,PGD Education,Busoga High School,Iganga,Tier 2,Private/Faith-based
KS24P19/002,A15436,PGD Education,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
KS24P19/006,A15444,PGD Education,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS25P19/002,A15445,PGD Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24P19/004,A15439,PGD Education,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
S25P19/001,A15441,PGD Education,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S25P19/004,A15449,PGD Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25P19/006,A15453,PGD Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24P20/002,A15472,PGD Higher Education,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J25P20/002,A15467,PGD Higher Education,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
J25P20/004,A15474,PGD Higher Education,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
KS25P20/001,A15456,PGD Higher Education,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24P20/002,A15463,PGD Higher Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M25P20/001,A15458,PGD Higher Education,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
M25P20/003,A15468,PGD Higher Education,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
S24P20/001,A15455,PGD Higher Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24P20/003,A15473,PGD Higher Education,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25P20/003,A15462,PGD Higher Education,Ngora High School,Soroti,Tier 2,Private/Faith-based
S25P20/005,A15469,PGD Higher Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25P20/007,A15477,PGD Higher Education,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24P21/002,A15487,PGD Internationalisation of Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24P21/004,A15491,PGD Internationalisation of Education,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
J24P21/006,A15498,PGD Internationalisation of Education,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J25P21/001,A15489,PGD Internationalisation of Education,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J25P21/003,A15502,PGD Internationalisation of Education,King's College Budo,Kampala,Tier 1,Private/Faith-based
KM25P21/002,A15485,PGD Internationalisation of Education,Ngora High School,Soroti,Tier 2,Private/Faith-based
KS25P21/003,A15493,PGD Internationalisation of Education,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M24P21/002,A15483,PGD Internationalisation of Education,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M25P21/001,A15479,PGD Internationalisation of Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24P21/001,A15481,PGD Internationalisation of Education,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24P21/003,A15499,PGD Internationalisation of Education,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25P21/002,A15492,PGD Internationalisation of Education,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J24P23/002,A15512,PhD in Education (Administration & Management),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J24P23/004,A15518,PhD in Education (Administration & Management),St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J24P23/007,A15525,PhD in Education (Administration & Management),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25P23/002,A15523,PhD in Education (Administration & Management),Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
KM24P23/001,A15505,PhD in Education (Administration & Management),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM25P23/001,A15503,PhD in Education (Administration & Management),St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KS25P23/002,A15510,PhD in Education (Administration & Management),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24P23/002,A15508,PhD in Education (Administration & Management),Makerere College School,Kampala,Tier 2,Private/Faith-based
M25P23/002,A15516,PhD in Education (Administration & Management),Lira Town College,Lira,Tier 2,Private/Faith-based
M25P23/004,A15521,PhD in Education (Administration & Management),Mubende Secondary School,Mubende,Tier 2,Public/Mixed
S24P23/001,A15514,PhD in Education (Administration & Management),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25P23/003,A15515,PhD in Education (Administration & Management),St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25P22/001,A15530,PhD in Literature,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25P22/004,A15546,PhD in Literature,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
KJ24P22/002,A15544,PhD in Literature,Makerere College School,Kampala,Tier 2,Private/Faith-based
KS24P22/002,A15533,PhD in Literature,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KS24P22/004,A15548,PhD in Literature,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
M24P22/001,A15549,PhD in Literature,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25P22/002,A15540,PhD in Literature,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M25P22/004,A15545,PhD in Literature,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S24P22/001,A15529,PhD in Literature,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S25P22/002,A15528,PhD in Literature,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25P22/004,A15534,PhD in Literature,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S25P22/007,A15541,PhD in Literature,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J23B33/004,A15627,BA Journalism and Communication,Gulu High School,Gulu,Tier 2,Private/Faith-based
J23B33/006,A15644,BA Journalism and Communication,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J24B33/003,A15556,BA Journalism and Communication,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
J24B33/005,A15582,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B33/007,A15636,BA Journalism and Communication,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J25B33/003,A15583,BA Journalism and Communication,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J25B33/005,A15605,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25B33/007,A15611,BA Journalism and Communication,Muni Girls School,Arua,Tier 2,Private/Faith-based
KJ23B33/001,A15586,BA Journalism and Communication,Gulu High School,Gulu,Tier 2,Private/Faith-based
KJ24B33/002,A15554,BA Journalism and Communication,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
KJ25B33/002,A15562,BA Journalism and Communication,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KM23B33/001,A15558,BA Journalism and Communication,Lira Town College,Lira,Tier 2,Private/Faith-based
KM23B33/015,A15640,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM24B33/007,A15587,BA Journalism and Communication,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
KM24B33/012,A15633,BA Journalism and Communication,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
KM25B33/005,A15609,BA Journalism and Communication,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
KS23B33/004,A15574,BA Journalism and Communication,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KS24B33/009,A15591,BA Journalism and Communication,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
KS25B33/001,A15577,BA Journalism and Communication,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M23B33/004,A15570,BA Journalism and Communication,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M23B33/006,A15584,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M23B33/008,A15610,BA Journalism and Communication,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
M23B33/010,A15618,BA Journalism and Communication,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M23B33/012,A15634,BA Journalism and Communication,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M23B33/014,A15639,BA Journalism and Communication,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
M24B33/002,A15565,BA Journalism and Communication,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M24B33/004,A15573,BA Journalism and Communication,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
M24B33/008,A15589,BA Journalism and Communication,Moroto High School,Moroto,Tier 2,Private/Faith-based
M24B33/010,A15604,BA Journalism and Communication,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
M25B33/002,A15590,BA Journalism and Communication,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M25B33/004,A15603,BA Journalism and Communication,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25B33/008,A15628,BA Journalism and Communication,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M25B33/010,A15646,BA Journalism and Communication,Gulu High School,Gulu,Tier 2,Private/Faith-based
S23B33/002,A15567,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S23B33/005,A15593,BA Journalism and Communication,Arua Public Secondary School,Arua,Tier 2,Public/Mixed
S23B33/007,A15622,BA Journalism and Communication,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
S23B33/009,A15626,BA Journalism and Communication,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S24B33/001,A15555,BA Journalism and Communication,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24B33/004,A15568,BA Journalism and Communication,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S24B33/006,A15578,BA Journalism and Communication,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S24B33/008,A15588,BA Journalism and Communication,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24B33/011,A15608,BA Journalism and Communication,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
