REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,STUDENT_LIST
M25D47/007,A11199,Diploma in Information Technology,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
S24D47/001,A11157,Diploma in Information Technology,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List16
S24D47/003,A11166,Diploma in Information Technology,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
S24D47/005,A11181,Diploma in Information Technology,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,List16
S24D47/007,A11204,Diploma in Information Technology,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
S24D47/009,A11208,Diploma in Information Technology,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,List16
S25D47/001,A11162,Diploma in Information Technology,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List16
S25D47/003,A11165,Diploma in Information Technology,Makerere College School,Kampala,Tier 2,Private/Faith-based,List16
S25D47/005,A11169,Diploma in Information Technology,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
S25D47/007,A11215,Diploma in Information Technology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
J24M43/003,A11235,Master of Information Technology,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List16
J24M43/005,A11247,Master of Information Technology,Seeta High School,Kampala,Tier 2,Private/Faith-based,List16
J24M43/007,A11260,Master of Information Technology,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
J25M43/003,A11256,Master of Information Technology,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List16
J25M43/005,A11258,Master of Information Technology,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KJ24M43/002,A11233,Master of Information Technology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
KJ25M43/007,A11261,Master of Information Technology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
KM24M43/007,A11244,Master of Information Technology,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
KM25M43/002,A11240,Master of Information Technology,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
KS24M43/002,A11221,Master of Information Technology,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List16
KS25M43/001,A11220,Master of Information Technology,King's College Budo,Kampala,Tier 1,Private/Faith-based,List16
M24M43/003,A11226,Master of Information Technology,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,List16
M24M43/005,A11231,Master of Information Technology,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
M24M43/008,A11245,Master of Information Technology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M25M43/003,A11249,Master of Information Technology,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List16
S24M43/005,A11242,Master of Information Technology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S25M43/002,A11225,Master of Information Technology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
S25M43/004,A11228,Master of Information Technology,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List16
S25M43/006,A11237,Master of Information Technology,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,List16
S25M43/008,A11243,Master of Information Technology,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List16
S25M43/010,A11250,Master of Information Technology,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List16
S25M43/012,A11254,Master of Information Technology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J24M42/002,A11269,Master of Science in Computer Science,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List16
J24M42/004,A11287,Master of Science in Computer Science,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List16
J24M42/006,A11294,Master of Science in Computer Science,Gulu High School,Gulu,Tier 2,Private/Faith-based,List16
J25M42/001,A11275,Master of Science in Computer Science,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
J25M42/003,A11288,Master of Science in Computer Science,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
J25M42/005,A11293,Master of Science in Computer Science,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
J25M42/007,A11305,Master of Science in Computer Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
KM24M42/005,A11283,Master of Science in Computer Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
KS24M42/003,A11273,Master of Science in Computer Science,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List16
KS25M42/005,A11285,Master of Science in Computer Science,Ngora High School,Soroti,Tier 2,Private/Faith-based,List16
KS25M42/010,A11306,Master of Science in Computer Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M24M42/003,A11278,Master of Science in Computer Science,Lira Town College,Lira,Tier 2,Private/Faith-based,List16
M24M42/007,A11296,Master of Science in Computer Science,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
M25M42/001,A11265,Master of Science in Computer Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M25M42/003,A11271,Master of Science in Computer Science,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List16
M25M42/005,A11299,Master of Science in Computer Science,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
S24M42/001,A11262,Master of Science in Computer Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
S24M42/005,A11281,Master of Science in Computer Science,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List16
S24M42/007,A11292,Master of Science in Computer Science,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List16
S25M42/002,A11268,Master of Science in Computer Science,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
S25M42/004,A11276,Master of Science in Computer Science,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List16
S25M42/007,A11300,Master of Science in Computer Science,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J22B55/002,A11325,Bachelor of Electronics and Communication Science,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List16
J22B55/004,A11336,Bachelor of Electronics and Communication Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J22B55/006,A11343,Bachelor of Electronics and Communication Science,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List16
J22B55/008,A11369,Bachelor of Electronics and Communication Science,King's College Budo,Kampala,Tier 1,Private/Faith-based,List16
J22B55/010,A11376,Bachelor of Electronics and Communication Science,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
J22B55/013,A11414,Bachelor of Electronics and Communication Science,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
J23B55/001,A11311,Bachelor of Electronics and Communication Science,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J23B55/003,A11360,Bachelor of Electronics and Communication Science,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J23B55/005,A11422,Bachelor of Electronics and Communication Science,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J24B55/002,A11313,Bachelor of Electronics and Communication Science,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List16
J24B55/004,A11347,Bachelor of Electronics and Communication Science,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List16
J24B55/006,A11375,Bachelor of Electronics and Communication Science,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
J24B55/009,A11393,Bachelor of Electronics and Communication Science,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List16
J24B55/011,A11409,Bachelor of Electronics and Communication Science,Ntare School,Kampala,Tier 1,Public/Mixed,List16
J25B55/001,A11314,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J25B55/003,A11326,Bachelor of Electronics and Communication Science,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
J25B55/005,A11338,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J25B55/007,A11354,Bachelor of Electronics and Communication Science,Makerere College School,Kampala,Tier 2,Private/Faith-based,List16
J25B55/009,A11363,Bachelor of Electronics and Communication Science,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List16
J25B55/011,A11378,Bachelor of Electronics and Communication Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J25B55/014,A11415,Bachelor of Electronics and Communication Science,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List16
KJ24B55/008,A11390,Bachelor of Electronics and Communication Science,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
KJ25B55/015,A11416,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
KM23B55/008,A11366,Bachelor of Electronics and Communication Science,Namasagali College,Kamuli,Tier 1,Private/Faith-based,List16
KM24B55/001,A11331,Bachelor of Electronics and Communication Science,Gayaza High School,Kampala,Tier 1,Private/Faith-based,List16
KS22B55/001,A11316,Bachelor of Electronics and Communication Science,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
KS22B55/007,A11411,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
KS23B55/008,A11383,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
M22B55/002,A11345,Bachelor of Electronics and Communication Science,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
M22B55/005,A11361,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
M22B55/007,A11405,Bachelor of Electronics and Communication Science,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List16
M22B55/009,A11412,Bachelor of Electronics and Communication Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M23B55/002,A11321,Bachelor of Electronics and Communication Science,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
M23B55/004,A11327,Bachelor of Electronics and Communication Science,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
M23B55/006,A11348,Bachelor of Electronics and Communication Science,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List16
M23B55/009,A11377,Bachelor of Electronics and Communication Science,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List16
M23B55/012,A11404,Bachelor of Electronics and Communication Science,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
M24B55/002,A11332,Bachelor of Electronics and Communication Science,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List16
M24B55/004,A11344,Bachelor of Electronics and Communication Science,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List16
M24B55/006,A11394,Bachelor of Electronics and Communication Science,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
M24B55/008,A11398,Bachelor of Electronics and Communication Science,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
M25B55/003,A11389,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
M25B55/005,A11399,Bachelor of Electronics and Communication Science,Lira Town College,Lira,Tier 2,Private/Faith-based,List16
M25B55/007,A11417,Bachelor of Electronics and Communication Science,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List16
M25B55/009,A11421,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
S22B55/003,A11355,Bachelor of Electronics and Communication Science,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,List16
S22B55/006,A11391,Bachelor of Electronics and Communication Science,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List16
S23B55/002,A11310,Bachelor of Electronics and Communication Science,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
S23B55/005,A11362,Bachelor of Electronics and Communication Science,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
S23B55/007,A11373,Bachelor of Electronics and Communication Science,Ntare School,Kampala,Tier 1,Public/Mixed,List16
S23B55/010,A11392,Bachelor of Electronics and Communication Science,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List16
S23B55/012,A11406,Bachelor of Electronics and Communication Science,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List16
S24B55/001,A11320,Bachelor of Electronics and Communication Science,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List16
S24B55/003,A11372,Bachelor of Electronics and Communication Science,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List16
S24B55/005,A11402,Bachelor of Electronics and Communication Science,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List16
S25B55/001,A11315,Bachelor of Electronics and Communication Science,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List16
S25B55/003,A11337,Bachelor of Electronics and Communication Science,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List16
S25B55/005,A11350,Bachelor of Electronics and Communication Science,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List16
S25B55/007,A11420,Bachelor of Electronics and Communication Science,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,List16
J22B54/002,A11434,Bachelor of Science in Civil and Environmental Engineering,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List16
J22B54/004,A11488,Bachelor of Science in Civil and Environmental Engineering,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List16
J22B54/006,A11496,Bachelor of Science in Civil and Environmental Engineering,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J22B54/008,A11536,Bachelor of Science in Civil and Environmental Engineering,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List16
J23B54/003,A11481,Bachelor of Science in Civil and Environmental Engineering,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List16
J23B54/005,A11515,Bachelor of Science in Civil and Environmental Engineering,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
J23B54/007,A11538,Bachelor of Science in Civil and Environmental Engineering,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List16
J24B54/002,A11445,Bachelor of Science in Civil and Environmental Engineering,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List16
J24B54/004,A11459,Bachelor of Science in Civil and Environmental Engineering,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,List16
J24B54/007,A11491,Bachelor of Science in Civil and Environmental Engineering,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B54/010,A11519,Bachelor of Science in Civil and Environmental Engineering,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List16
J24B54/012,A11526,Bachelor of Science in Civil and Environmental Engineering,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List16
J25B54/002,A11435,Bachelor of Science in Civil and Environmental Engineering,King's College Budo,Kampala,Tier 1,Private/Faith-based,List16
